Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
SS221,1.5.1.0,richard,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor,en
我_71_19,71,19,1,93,,,行驶到烈火轨道,False,Block,Normal,,\nCheckHasPack();,,[],,,[],,,,Drive to the track of fire,,,256.5946;454.8035
肯_71_20,71,20,93,1,New Dialogue Entry,,,False,Block,Normal,"Variable[""HasPack""]~=false","UnlockLoc(""烈火轨道"");\n\nVariable[""HasPack""]=false",,[],,,[],,,,,,,147.9839;547.2938
肯_71_21,71,21,93,1,,,卡组不足,False,Block,Normal,"Variable[""HasPack""]~=true",,,[],,,[],,,,,,,369.626;540.4366
我_72_0,72,0,1,59,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,378.027;27.01301
刀锋_72_1,72,1,59,1,,,列车虽然成旧但设备依然完好无损,False,Block,Normal,,,,[],,,[],,,,The train is old but its equipment is still intact,,,382.0095;125.008
我_72_2,72,2,1,59,,,如何启动刀锋列车,False,Block,Normal,,,,[],,,[],,,,How do I start the Blade?,,,174.6799;218.3295
我_72_3,72,3,1,59,,,行驶(消耗刀锋核心),False,Block,Normal,"CurrentQuestState(""首次使用刀锋"")==""success""","CheckItemEnough(刀锋核心"""",1);",,[],,,[],,,,Ride (consumes Blade Core),,,584.979;207.0897
刀锋_72_4,72,4,59,1,,,"由于刀锋的特殊构造,肯托利用了独特的核心,需要单独的装置去嵌入产油器,但首次行驶我们还有剩余的能源可以使用.",False,Block,Normal,,,,[],,,[],,,,"Due to the special configuration of the blade, the KenQuo takes advantage of a unique core that requires a separate device to insert into the oil generator, but we still have a surplus of energy to use for the first drive.",,,231;308.8248
我_72_5,72,5,1,59,,,前往伏尔山顶,False,Block,Normal,,"\nSetQuestState(""与肯交谈"",""active"");\n\nUnlockLoc(""伏尔山之路_1"");",,[],,,[],,,,Head to the Vultus Top,,,279;439
刀锋_72_6,72,6,59,1,,,注入成功,False,Block,Normal,"Variable[""ItemEnough""]~=false","CheckItemEnough(""刀锋核心"",1);\nSetItemAmount(""刀锋核心"",1);\nVariable[""ItemEnough""]=false ",,[],,,[],,,,Injection of success,,,549.5044;406.4208
刀锋_72_7,72,7,59,1,,,核心不足,False,Block,Normal,"Variable[""ItemEnough""]~=true",,,[],,,[],,,,Not enough the core,,,742.5996;363.7589
刀锋_72_8,72,8,59,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,627.7648;291.6805
我_73_0,73,0,1,76,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,263.692;51.97836
伏尔侵蚀体_73_1,73,1,76,1,,,伏尔侵蚀体以及高度蔓延了,False,Block,Normal,,,,[],,,[],,,,Vultus erosion body and height spread,,,314.9836;174.2595
我_73_2,73,2,1,76,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,Disperse,,,345.4109;271.5623
我_74_0,74,0,1,77,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,220;44
伏尔元素_74_1,74,1,77,1,,,伏尔图斯元素化为实体向你攻击,False,Block,Normal,,,,[],,,[],,,,The Voltus elements materialize and attack you,,,333;153
我_74_2,74,2,1,77,,,抵抗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,resist,,,285;259
高级所多提斯战士_75_0,75,0,63,63,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,428.8873;57.77464
高级所多提斯战士_75_1,75,1,63,1,,,奎卡人你们的末日来了,False,Block,Normal,,,,[],,,[],,,,Qika goes die!!!,,,395.6222;166.3852
高级所多提斯战士_75_3,75,3,63,63,,,欲擒故纵,False,Block,Normal,"Variable[""DungeonMonster""]>=3",,,[],,,[],,,,,,,587.1448;231.6573
高级所多提斯战士_75_4,75,4,63,63,New Dialogue Entry,,,False,Block,Normal,,"ChangeDungeon(""湖"");\nUnlockLoc(""湖"");\nSetQuestState(""湖中人"",""active"");\nSetQuestState(""最后一跃"",""success"");",,[],,,[],,,,,,,658.1924;302.3655
我_75_5,75,5,1,63,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,Battle,,,355.6823;311.4153
我_76_0,76,0,1,82,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,314;27
我_76_3,76,3,1,82,,解除,Destory it!,False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,,,,272.7437;272.2485
所多提斯协议_76_5,76,5,82,1,,,"协议成功关闭,现在只要将真理之门关闭就可以制止",False,Block,Normal,,"SetQuestState(""天国阶梯"",""active"");\nSetQuestState(""破坏外界协议"",""success"");\n\n",,[],,,[],,,,The agreement has been successfully closed. Now it can be stopped by closing the door of truth,,,513.6205;402.5626
我_76_6,76,6,1,82,,,破坏供电设备,False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,,,,577;228
所多提斯协议_76_7,76,7,82,1,,,"与外界恶魔签订的关口协议存储在实体装置中,只需要关闭供电设备即可解除协议的生成有效性.",False,Block,Normal,"CurrentQuestState(""乘胜追击"")==""success""",,,[],,,[],,,,Gateway agreements with external demons are stored in the physical device and can be deactivated by simply turning off the power supply.,,,332.1985;156.7688
我_77_0,77,0,1,81,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,393.6908;40.90199
托尼_77_7,77,7,81,1,,,"奎卡人,你们已经成为了历史,",False,Block,Normal,"(Variable[""DungeonBoss""]>=1) and \n(CurrentQuestState(""乘胜追击"")==""active"")",,,[],,,[],,,,"Qika, you are history",,,201.5334;267.711
我_77_8,77,8,1,81,,,你的目的是什么?,False,Block,Normal,,,,[],,,[],,,,What is your purpose?,,,56.27969;387.8162
托尼_77_9,77,9,81,1,,,"圣山对于整个""世界""不值一提.",False,Block,Normal,,,,[],,,[],,,,The ShenShan is not worth mentioning to the whole world.,,,165.005;510.3974
我_77_10,77,10,1,81,,,你和凯奥斯有什么勾当?,False,Block,Normal,,,,[],,,[],,,,What do you do with Chaos,,,589.3632;369.7516
我_77_11,77,11,1,81,,,战斗,False,Block,Normal,,\nOpenPackSelection();,,[],,,[],,,,Battle,,,465.8921;607.4385
托尼_77_12,77,12,81,1,,,"我们将带领圣山开创新的纪元,我们将会摆脱虚拟的存在,迈入真实世界.",False,Block,Normal,,,,[],,,[],,,,We will lead the mountain into a new era. We will move out of our virtual existence and into the real world.,,,645.6531;494.1225
托尼_77_13,77,13,81,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,,,,,289.6131;160.9536
托尼_77_14,77,14,81,1,,,托尼被侵蚀体包围着无法接近,False,Block,Normal,,,,[],,,[],,,,Tony is surrounded by erosions and inaccessible,,,787.9124;224.4291
我_78_0,78,0,1,84,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,157.1732;30.18716
蒙大拿_78_1,78,1,84,1,,,蒙大拿看到了你们,False,Block,Normal,,,,[],,,[],,,,Montana sawyou,,,343.307;83.48698
我_78_2,78,2,1,84,,,是谁背叛了圣山,False,Block,Normal,,,,[],,,[],,,,Who betrayed the ShenShan,,,146.4795;132.4769
蒙大拿_78_3,78,3,84,1,,,"托尼,他与外界签订了协议导致大门打开,他与恶魔预谋闯进真理之门进行状态的转换.",False,Block,Normal,,,,[],,,[],,,,"Tony, he made a pact with the outside world that caused the gate to open, and he and the demon premeditatively broke into the door of truth for a state switch.",,,351.1447;203.9677
我_78_4,78,4,1,84,,,他在哪里?,False,Block,Normal,,,,[],,,[],,,,Where is he?,,,169.1989;275.0302
蒙大拿_78_5,78,5,84,1,,,"在深渊,协议的收发地址以实体装置保存呢着,只需要关闭电源或者直接破坏即可",False,Block,Normal,,,,[],,,[],,,,"In the Abyss, the protocol's send and receive addresses are stored in a physical device, which can be powered off or destroyed",,,325.6855;348.5568
我_78_6,78,6,1,84,,,前往深渊,False,Block,Normal,,"SetQuestState(""乘胜追击"",""active"");\nUnlockLoc(""深渊"");\n",,[],,,[],,,,To the Helo,,,267.7142;427.9061
我_79_0,79,0,1,87,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,406;50
战争_79_3,79,3,87,1,,,战争正在蔓延,False,Block,Normal,,,"CinemachinePriority(Camera,600)",[],,,[],,,,The war is spreading,,,273.2863;149
我_79_4,79,4,1,76,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,disperse,,,408.7147;253.3017
我_80_0,80,0,1,88,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,244;36
痛苦_80_3,80,3,88,1,,,痛苦持续作用着,False,Block,Normal,,,,[],,,[],,,,The pain continues to work,,,299.2893;163.001
我_80_4,80,4,1,76,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,, disperse,,,518.7136;257.3027
我_81_0,81,0,1,90,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,42;49
饥饿_81_3,81,3,90,1,,,饥饿蔓延了你的身心,False,Block,Normal,,,,[],,,[],,,,Hunger pervades your mind and body,,,214.2863;168
我_81_4,81,4,1,90,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,disperse,,,250.7137;346.3027
我_82_0,82,0,1,89,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,273;66
死亡_82_3,82,3,89,1,,,死亡靠近了你,False,Block,Normal,,,,[],,,[],,,,Death is close to you,,,357.2863;224
我_82_4,82,4,1,76,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,disperse,,,386.7137;345.3027
狱魔_83_0,83,0,83,83,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,183;38
狱魔_83_5,83,5,83,83,,,伏尔侵蚀体以及高度蔓延了,False,Block,Normal,,,,[],,,[],,,,Vultus erosion body and height spread,,,309.2864;152
我_83_6,83,6,1,83,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,disperse,,,454.7137;233.3027
我_84_0,84,0,1,1,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,311;68
我_84_3,84,3,1,1,,,伏尔侵蚀体以及高度蔓延了,False,Block,Normal,,,,[],,,[],,,,,,,346.2863;174
我_84_4,84,4,1,1,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,333.7137;282.3027
我_85_0,85,0,1,80,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,105.1389;30
所多提斯侵蚀体_85_5,85,5,80,1,,,奎卡人你们的末日来了,False,Block,Normal,,,,[],,,[],,,,,,,244.9832;106.9256
我_85_6,85,6,1,80,,,对战,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,244.9832;156.9256
我_88_0,88,0,1,1,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,301;38
凯奥斯_88_3,88,3,91,1,,,凯奥斯企图跟随大门关闭时逃离,False,Block,Normal,,,,[],,,[],,,,Chaos tried to flee as the gate closed,,,448.2863;137
我_88_4,88,4,1,91,,,抓捕,False,Block,Normal,,,,[],,,[],,,,,,,482.7137;224.3027
伏尔侵蚀体_88_5,88,5,76,1,,,伏尔侵蚀体以及高度蔓延了,False,Block,Normal,,,,[],,,[],,,,,,,123.2863;297
凯奥斯_88_6,88,6,91,1,,,驱散,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,180.7137;296.3027
凯奥斯_88_8,88,8,91,1,New Dialogue Entry,,,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,512.7136;327.3027
我_91_0,91,0,1,42,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,205;29
老瘸子先知_91_1,91,1,42,1,,,戈林核心被放在最显眼的地方,False,Block,Normal,,,,[],,,[],,,,,,,213;124
我_91_2,91,2,1,42,,,帮助老瘸子取回戈尔核心,False,Block,Normal,"CurrentQuestState(""帮助老瘸子获得戈林核心"")==“active”;",,,[],,,[],,,,,,,91;241
老瘸子先知_91_3,91,3,42,1,,,成功取回,False,Block,Normal,,,,[],,,[],,,,,,,247;328
我_91_4,91,4,1,42,,,返回老瘸子,False,Block,Normal,"CurrentQuestState(""帮助老瘸子获得戈林核心"")==“active”;","SetQuestState(""帮助老瘸子获得戈林核心"",""success"");\nChangeDungeon(""OT"");",,[],,,[],,,,,,,97;402
我_91_5,91,5,1,42,,,帮助武装力量取回核心,False,Block,Normal,"CurrentQuestState(""帮助武装力量获得戈林核心"")==“active”;",,,[],,,[],,,,,,,386;234
我_91_6,91,6,1,42,,,返回武装力量,False,Block,Normal,"CurrentQuestState(""SetQuestState(""帮助老瘸子获得戈林核心"",""success"");\n","SetQuestState(""帮助武装力量获得戈林核心"",""success"");\nChangeDungeon(""OT"");",,[],,,[],,,,,,,382;402
我_92_0,92,0,1,52,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,170;36
海底核心终端_92_1,92,1,52,1,,,"安全密令上显示""oceanguest""",False,Block,Normal,,,,[],,,[],,,,,,,235;121
我_93_0,93,0,1,6,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,349.0207;52.87048
所多提斯士兵_93_3,93,3,6,1,,,"奎卡人,你们的末日来了",False,Block,Normal,,,,[],,,[],,,,"Qika,go die!!!",,,339.6995;129.8084
我_93_4,93,4,1,6,,,对战,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,Battle,,,411.9533;229.7463
我_94_0,94,0,1,54,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,269;20
缇娜的信条_94_1,94,1,54,1,,,你在杂乱的地上发现了个纸条上面有笔迹,False,Block,Normal,,,,[],,,[],,,,,,,290.6222;111.2935
缇娜的信条_94_2,94,2,54,1,,,"""去帕罗尔找我""",False,Block,Normal,,,,[],,,[],,,,,,,261.6926;188.6878
缇娜的信条_94_3,94,3,54,1,,,"你认出了模糊的笔记,你尝试去获得笔迹作者的方式",False,Block,Normal,,,,[],,,[],,,,,,,542.4707;139.3186
我_94_4,94,4,1,54,,,询问回滚,False,Block,Normal,,,,[],,,[],,,,,,,456;219
我_94_5,94,5,1,54,,,询问查克,False,Block,Normal,,,,[],,,[],,,,,,,839.5657;184.6941
回滚_94_6,94,6,97,1,,,我们需要前往帕罗尔,False,Block,Normal,,"SetQuestState(""解救缇娜"",""active"");",,[],,,[],,,,,,,371;300
缇娜的信条_94_7,94,7,54,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,896.5657;287.6941
我_95_0,95,0,1,99,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,385.9575;124.2979
矩石_95_1,95,1,99,1,,,"矩石埋藏在厚厚的虚掩土层中,需要通过特殊挖掘工具提取矩石因子并合成出完整的",False,Block,Normal,,,,[],,,[],,,,,,,399.4893;252.9362
我_95_2,95,2,1,99,,,使用挖掘工具挖掘挖掘,False,Block,Normal,,MatchesModule();,,[],,,[],,,,,,,386.8723;368.6596
我_96_0,96,0,1,30,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,161;41
莱德尼列车_96_1,96,1,30,1,,,我们正在前往戈林岛,False,Block,Normal,,,,[],,,[],,,,,,,216;111
我_96_2,96,2,1,30,,,进入戈林核心区域,False,Block,Normal,"Variable[""DungeonBoss""]>=1","ChangeDungeon(""戈林核心存储"");",,[],,,[],,,,,,,281;240
莱德尼列车_96_3,96,3,30,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,301;368
我_97_0,97,0,1,30,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,106;21
莱德尼列车_97_1,97,1,30,1,,,戈林核心被制作成皇冠的模样储存在一堆掠夺财宝中,False,Block,Normal,"Variable[""GoreRing""]~=true",,,[],,,[],,,,,,,168;146
我_97_2,97,2,1,30,,,取走,False,Block,Normal,,"GiveItems(10035);\nVariable[""GoreRing""]=true",,[],,,[],,,,,,,226;255
我_98_0,98,0,1,101,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,233;47
戈林幽魂_98_1,98,1,101,1,,,被侵蚀化的幽魂笼罩着戈林岛,False,Block,Normal,,,,[],,,[],,,,,,,326;105
我_98_2,98,2,1,101,,,对战,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,230;180
我_99_0,99,0,1,102,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,437;33
湖门_99_1,99,1,102,1,,,虚空之门与未知地点产生空间连接,False,Block,Normal,,,,[],,,[],,,,The portal of the void creates a spatial connection with the unknown location,,,424;117
我_99_2,99,2,1,102,,,传送到湖,False,Block,Normal,"Variable[""DungeonBoss""]>=1","SetQuestState(""最后一跃"",""success"");\nAddExp(2000);\nChangeDungeon(""湖"");\n",,[],,,[],,,,"Portal To ""Hu""",,,359;204
湖门_99_3,99,3,102,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,621;239
我_100_0,100,0,1,103,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,102;47
所多提斯侵蚀体_100_1,100,1,103,1,,,侵蚀体侵入了所多提斯护卫,False,Block,Normal,,,,[],,,[],,,,,,,238;128
我_100_2,100,2,1,103,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,259;213
我_101_0,101,0,1,83,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,269;50
狱魔_101_1,101,1,83,1,,,狱魔阻挡了你的去路,False,Block,Normal,,,,[],,,[],,,,The Hevil is blocking your way,,,331;196
我_101_2,101,2,1,83,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,Battle,,,305;323
我_103_0,103,0,1,104,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,425;28
真理之门_103_1,103,1,104,1,,,"外界大门敞开着,外界生物放肆地闯进圣山.",False,Block,Normal,,,,[],,,[],,,,"The outer gate was wide open, and the creatures of the outside world invaded the ShenShan with impudence.",,,395;118
我_103_2,103,2,1,104,,,关闭大门,False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,Close the GATE,,,302.9952;230.0121
我_103_3,103,3,1,104,,,进入大门,False,Block,Normal,"Variable[""DungeonBoss""]>=1",,,[],,,[],,,,Enter the GATE,,,652;228
真理之门_103_4,103,4,104,1,,,"大门已经成功关闭,虽然阻止了新的外界生物入侵,但是残留的后果是需要解决的问题,前往重生之地与缇娜讨论后面的方向.",False,Block,Normal,,"SetQuestState(""天国阶梯"",""success"");\nSetQuestState(""新的选择"",""active"");\nAddExp(5000);",,[],,,[],,,,"The gate has been successfully closed, although the new outside biological invasion has been prevented, but the residual consequences are problems that need to be solved. Head to the place of rebirth to discuss the direction behind with Tina.",,,333;356
真理之门_103_5,103,5,104,1,,,"你陷入了虚无当中,你违反了固有实体法则,浑沌中的时间流正在缓慢地推动因子.你开始了漫长的流动.(请等待后续故事包...)",False,Block,Normal,,,FadeIn(100),[],,,[],,,,"You have fallen into nothingness, you have violated the laws of the inherent entity, and the flow of time in chaos is slowly pushing the factors. You start the long flow.",,,683;333
我_104_0,104,0,1,107,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,205;50
奎卡迷失者头目_104_1,104,1,107,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,False,,{{omit}},{{omit}},272;125
我_104_2,104,2,1,107,,,攻击,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,False,Attack,{{omit}},{{omit}},358;192
我_105_0,105,0,1,97,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,602.8082;50.45206
回滚_105_1,105,1,97,1,,,"你在一个看似驾驶舱的地方恢复了意识,眼前尽是一堆复杂的仪表盘和一具骨骸,看起来这个驾驶舱已经停止工作了许久",False,Block,Normal,"CurrentQuestState(""苏醒"")==""unassigned""",,,[],,,[],,,FALSE,"You regain consciousness in what looks like a cockpit, a complex collection of dashboards and a skeleton that appears to have stopped working for a long time",,,347.6744;152.4955
回滚_105_4,105,4,97,1,,,"一副完整的骨骼,",False,Block,Normal,,,,[],,,[],,,FALSE,,,,1;446
回滚_105_5,105,5,97,1,,,大门齐格控制台,False,Block,Normal,,,,[],,,[],,,FALSE,,,,69;438
我_105_6,105,6,1,97,,,尝试连接,False,Block,Normal,,,,[],,,[],,,FALSE,,,,59;540
我_105_7,105,7,1,97,,,查看周围,False,Block,Normal,,,,[],,,[],,,FALSE,look around,,,133.6808;190.1064
我_105_8,105,8,1,97,,,尝试整理思绪,False,Block,Normal,,,,[],,,[],,,FALSE,Try to clear your mind,,,407;229
回滚_105_9,105,9,97,1,,,你被周围的环境感到陌生.,False,Block,Normal,,,,[],,,[],,,FALSE,You are alien to your surroundings.,,,161.0638;267
回滚_105_10,105,10,97,1,,,"你尝试集中,但是一股不平稳的思绪尝试打断你,你需要抵抗住干扰对你的影响,你试图用什么思绪去抵抗?",False,Block,Normal,,,,[],,,[],,,FALSE,"You're trying to focus, but an erratic thought is trying to interrupt you. You need to resist the distraction. What thoughts are you trying to resist",,,399.4278;353.9351
我_105_11,105,11,1,97,,,暴力,False,Block,Normal,,"AddPack(""STR"");",,[],,,[],,,FALSE,violence,,,321.8302;444.641
我_105_12,105,12,1,97,,,抵抗,False,Block,Normal,,"AddPack(""DEX"");",,[],,,[],,,FALSE,resist,,,513.848;413.0598
我_105_13,105,13,1,97,,,智慧,False,Block,Normal,,"AddPack(""INTE"");",,[],,,[],,,FALSE,wisdom,,,691.9631;378.6328
回滚_105_14,105,14,97,1,,,开始祛除干扰,False,Block,Normal,,"OpenPackSelection();\nSetQuestState(""苏醒"",""active"");\n",,[],,,[],,,FALSE,Start resisting interference,,,587.6907;610.6699
回滚_105_15,105,15,97,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,FALSE,,,,602.8082;101.9619
回滚_105_16,105,16,97,1,,,一股属于你的思维正在汇聚.你开始引导你的方向,False,Block,Normal,"CurrentQuestState(""苏醒"")==""active"" and\nVariable[""DungeonMonster""]>=1",,,[],,,[],,,FALSE,A stream of thoughts is coming together that belongs to you. You begin to steer your course,,,814.5306;178.0238
我_105_17,105,17,1,97,,,回忆舱内发生的一切,False,Block,Normal,,"Variable[""DungeonMonster""]=0;",,[],,,[],,,FALSE,Recall what happened in the cabin,,,878.0645;279.9903
回滚_105_18,105,18,97,1,,,"巨大的轰鸣声围绕在你的周围,在噪声中一股机制产生了",False,Block,Normal,,"SetQuestState(""苏醒"",""success"");",,[],,,[],,,FALSE,"A huge roar is all around you, and in the noise a mechanism is created",,,889.1096;343.6028
回滚_105_19,105,19,97,1,,,"我是回滚,是你思维中危机保存的装置,需要在圣山中重新适应并且解决危机",False,Block,Normal,,,,[],,,[],,,FALSE,"I am a rollback, a crisis preservation device in your mind that needs to readjust and resolve in the ShenShan",,,975.4108;423.7398
我_105_20,105,20,1,97,,,圣山是什么？,False,Block,Normal,,,,[],,,[],,,FALSE,What is the ShenShan?,,,862.1;483.8195
我_105_21,105,21,1,97,,,我该怎么做?,False,Block,Normal,,,,[],,,[],,,FALSE,What should i do?,,,1050.116;489.7517
回滚_105_22,105,22,97,1,,,圣山是你的使命,False,Block,Normal,,,,[],,,[],,,FALSE,The ShenShan is your destiny,,,903.8832;565.6508
回滚_105_23,105,23,97,1,,,"你需要一个创建实体并在圣山中找回自己的使命,我会引导你找回自己原本的意识动向,首先,你的实体是如何在圣山中生存的.",False,Block,Normal,,,,[],,,[],,,FALSE,"You need a mission to create an entity and find yourself in the ShenShan. I will guide you to find your original conscious direction. First, how your entity survives in the ShenShan.",,,1021.934;634.8338
我_105_24,105,24,1,97,,,奎卡,False,Block,Normal,,"AddPack(""Qika_1"");",,[],,,[],,,FALSE,Qika,,,703.2646;771.6064
我_105_25,105,25,1,97,,,帕罗尔,False,Block,Normal,,"AddPack(""Parlo_1"");",,[],,,[],,,FALSE,Parlo,,,888.5544;773.531
我_105_26,105,26,1,97,,,所多提斯,False,Block,Normal,,"AddPack(""Styx_1"");",,[],,,[],,,FALSE,Sodtyx,,,1080.004;774.4366
我_105_27,105,27,1,97,,,伏尔图斯,False,Block,Normal,,"AddPack(""Vts_1"");",,[],,,[],,,FALSE,Vultus,,,1269.566;773.2522
回滚_105_28,105,28,97,1,,,前往奎卡,False,Block,Normal,,"UnlockLoc(""奎卡"");\nSetQuestState(""与查克交谈"",""active"");",,[],,,[],,,FALSE,To Qika,,,1001.53;845.6339
回滚_105_29,105,29,97,1,,,。。。,False,Block,Normal,"CurrentQuestState(""苏醒"")==""active""",,,[],,,[],,,FALSE,,,,592.6582;206.0328
我_105_30,105,30,1,97,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,FALSE,Battle,,,618.1901;293.2668
我_105_31,105,31,1,97,,,离开,False,Block,Normal,,LeaveTown();,,[],,,[],,,FALSE,Exit,,,1004.256;933.6261
回滚_105_32,105,32,97,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,FALSE,,,,1008.365;1005.544
回滚_105_33,105,33,97,1,,,。。,False,Block,Normal,"CurrentQuestState(""苏醒"")==""success""",,,[],,,[],,,False,。。,,,977.8082;138.8255
我_105_34,105,34,1,97,,,离开,False,Block,Normal,,LeaveTown();,,[],,,[],,,False,Leave,,,1104.081;218.9619
我_106_0,106,0,1,109,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,254;51
迷失实体_106_1,106,1,109,1,,,干扰体,False,Block,Normal,,,,[],,,[],,,FALSE,The Disturbance Entity ,,,298;143
我_106_2,106,2,1,109,,,抵抗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,FALSE,Battle,,,399;231
我_107_0,107,0,1,110,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,182;52
奎卡盗猎者_107_1,107,1,110,1,,,奎卡盗猎者向你扑来,False,Block,Normal,,,,[],,,[],,,FALSE,Qika snake attack you,,,243;134
我_107_2,107,2,1,110,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,FALSE,Battle,,,212;229
我_108_0,108,0,1,28,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,313;35
我_108_1,108,1,1,28,,,前往真理之门,False,Block,Normal,"(Variable[""isKill""]>=1 )\nand\n(CurrentQuestState(""乘胜追击"")==""active"")","ChangeDungeon(""StairsToHeaven"");",,[],,,[],,,FALSE,,,,233.2043;208.6651
方向_108_2,108,2,28,1,New Dialogue Entry,,,True,Block,Normal,,,,[],,,[],,,False,,,,328.2566;115.147
方向_108_3,108,3,28,1,New Dialogue Entry,,,False,Block,Normal,,"SetQuestState(""乘胜追击"",""success"");\n",,[],,,[],,,False,,,,345.013;334.9102
方向_108_4,108,4,28,1,,,...,False,Block,Normal,,,,[],,,[],,,False,,,,539.9721;210.5147
我_109_0,109,0,1,39,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,224;81
缇娜_109_1,109,1,39,1,,,侵蚀化的凯安游侠向你袭来,False,Block,Normal,,,,[],,,[],,,FALSE,The Erosion Kaien Ranger attack you.,,,304;148
我_109_2,109,2,1,39,,,战斗,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,FALSE,Battle,,,288;224
我_110_0,110,0,1,53,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,286;29
暗街商人_110_1,110,1,53,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,FALSE,,,,344;77
我_110_2,110,2,1,53,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,FALSE,,,,315;192
我_111_0,111,0,1,108,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,154;38
谁人_111_1,111,1,108,1,,,你想知道什么?,False,Block,Normal,,,,[],,,[],,,FALSE,What do you want to know?,,,299;115
我_111_2,111,2,1,108,,,属性基本构成,False,Block,Normal,,,,[],,,[],,,FALSE,Basic composition of attributes,,,134;192
